Customer ID,Gender,Age,Income,Occupation,Marital Status,No. Family Members,Home Ownership,Home Value,Years in Current Home,Credit Score,Number of Credit Cards,Total Credit Card Limit,Total Credit Card Balance,Product ID,Products Purchased,Number of Online Purchases,Average Purchase Value,Last Purchase Value,Days Since Last Purchase,Number of Returns,Total Values of Returns,Locations
C2080,Female,47,22830,Professional,Married,2,Rent,263049,16,830,1,8448,2432,P2080,Books,9,20.35284245,118.3125375,164,2,47.36340553,Hyderabad
C2081,Female,46,33842,Homemaker,Married,3,Own,263209,3,947,2,25993,19779,P2081,Home Appliances,9,6.742505963,152.1186421,96,3,43.86947533,Nashik
C2082,Male,28,59320,Professional,Married,4,Rent,343662,9,822,2,28267,10427,P2082,Outdoor Gear,1,150.5306978,114.9020157,144,0,77.56552899,Kolkata
C2083,Male,24,40574,Manager,Widowed,5,Rent,505120,9,596,2,20215,19758,P2083,Books,17,44.20493017,1.34216788,13,5,7.730318841,Pune
C2084,Male,23,43425,Manager,Divorced,3,Rent,602074,12,716,2,11883,5332,P2084,Beauty Products,18,100.4265232,27.73726806,85,4,-6.240366173,Mumbai
C2085,Male,43,45160,Homemaker,Single,5,Rent,560832,9,661,3,29434,9190,P2085,Electronics,16,76.05643503,61.78223242,49,0,50.63818869,Vadodara
C2086,Male,28,28664,Executive,Widowed,3,Rent,58555,1,522,2,24679,20014,P2086,Outdoor Gear,12,67.88555339,87.3544174,14,3,34.75320438,Ahmedabad
C2087,Male,28,48209,Executive,Divorced,2,Rent,505696,4,763,2,21934,10636,P2087,Outdoor Gear,10,95.01063249,23.04305988,30,1,51.67993616,Bangalore
C2088,Female,44,35591,Homemaker,Single,3,Own,621618,15,905,5,14624,23692,P2088,Clothing,7,94.25857329,67.43788872,79,4,50.40518426,Agra
C2089,Male,19,43840,Manager,Single,2,Rent,380122,8,508,3,7471,1657,P2089,Electronics,19,114.8799309,40.97095792,24,4,18.93753739,Kolkata
C2090,Male,40,31195,Executive,Divorced,2,Rent,193842,13,674,5,16841,2850,P2090,Clothing,1,5.613920945,110.5708551,26,3,67.58709501,Kolkata
C2091,Male,44,35876,Homemaker,Divorced,4,Own,99570,5,615,5,28302,12938,P2091,Jewelry,17,148.9367604,133.1947343,88,0,58.34888354,Pune
C2092,Female,27,33035,Manager,Married,2,Rent,339368,1,589,5,19714,16270,P2092,Electronics,13,107.8834032,232.3678691,38,2,7.841092823,Patna
C2093,Male,56,21003,Student,Married,5,Own,745173,4,787,4,12787,11806,P2093,Clothing,14,70.71295158,80.75617587,63,5,61.00423223,Lucknow
C2094,Female,59,46162,Technician,Divorced,5,Own,770521,2,988,3,9329,4529,P2094,Home Appliances,20,45.05181023,69.78856398,89,3,29.19498894,Ahmedabad
C2095,Female,30,46209,Technician,Married,3,Rent,376236,16,890,5,15792,16000,P2095,Jewelry,10,142.3425328,114.5592837,108,5,39.32200026,Bhopal
C2096,Female,46,38192,Professional,Single,3,Own,191621,8,686,1,22707,17820,P2096,Electronics,15,80.10831339,109.9108102,178,3,11.40321455,Chennai
C2097,Female,41,39158,Manager,Married,2,Own,102254,13,988,3,13183,6564,P2097,Beauty Products,12,156.4491901,81.25389944,20,1,55.959631,Agra
C2098,Female,48,43309,Student,Single,4,Own,413457,10,637,5,14244,4719,P2098,Clothing,17,91.61494438,141.3964689,1,1,56.93175111,Hyderabad
C2099,Female,60,32967,Student,Single,3,Rent,234787,15,590,2,5941,24577,P2099,Electronics,15,86.90658749,125.1059072,121,2,21.56487266,Nashik
C2100,Female,43,29329,Manager,Widowed,5,Rent,276664,2,642,1,27571,15194,P2100,Clothing,8,156.9721768,138.5631285,172,3,62.37799656,Nagpur
C2101,Female,26,45073,Student,Married,4,Rent,315147,3,840,1,28961,17388,P2101,Books,16,69.26750874,139.2163893,84,0,62.45771186,Bangalore
C2102,Male,25,35767,Technician,Married,4,Rent,806575,3,762,5,7159,1224,P2102,Outdoor Gear,7,96.74449762,143.3427632,45,2,50.87744272,Hyderabad
C2103,Female,49,29500,Technician,Married,4,Own,400251,12,664,4,15519,22285,P2103,Beauty Products,9,61.08339037,183.9627769,2,3,36.45757178,Kanpur
C2104,Female,49,23260,Student,Widowed,4,Rent,421359,1,582,5,28040,19266,P2104,Home Appliances,8,101.9615788,53.41630728,14,3,19.33124124,Hyderabad
C2105,Male,20,58391,Student,Married,4,Own,989701,16,978,4,12537,6955,P2105,Jewelry,20,79.60962207,114.6998816,177,1,52.38619055,Kanpur
C2106,Male,42,26766,Manager,Divorced,3,Rent,296831,20,597,1,15830,23211,P2106,Home Appliances,2,41.01046259,151.7906908,31,0,90.18071375,Ludhiana
C2107,Male,37,41904,Manager,Divorced,4,Rent,125089,3,673,4,23522,24239,P2107,Beauty Products,16,208.0414281,50.98071061,172,3,33.8484573,Kanpur
C2108,Male,19,50547,Self-employed,Married,3,Rent,95261,1,651,1,14198,19138,P2108,Jewelry,11,107.7444418,122.9342408,148,0,50.12512581,Ahmedabad
C2109,Male,40,33053,Self-employed,Married,4,Own,768883,1,630,4,14214,9969,P2109,Electronics,8,140.6199967,141.8270887,147,1,25.94453589,Chennai
C2110,Female,36,57072,Homemaker,Married,2,Rent,99794,15,827,4,23605,3242,P2110,Beauty Products,20,122.7087278,135.9414878,135,1,65.03464767,Patna
C2111,Male,30,36970,Homemaker,Divorced,2,Own,740655,18,928,5,27245,23254,P2111,Beauty Products,17,130.0313784,12.098395,42,0,59.76479888,Chennai
C2112,Male,31,44088,Self-employed,Divorced,4,Rent,578228,19,717,5,23477,24437,P2112,Books,20,104.1803693,112.6743344,143,2,-12.94787555,Nagpur
C2113,Male,36,25330,Homemaker,Divorced,5,Own,378233,16,839,2,26800,7613,P2113,Jewelry,0,0.161485442,75.82906175,165,0,45.98305705,Chennai
C2114,Female,56,29643,Technician,Married,2,Rent,937101,5,946,4,24559,16711,P2114,Outdoor Gear,4,66.2102201,115.461724,165,0,-6.697415489,Ludhiana
C2115,Female,21,38064,Executive,Single,2,Own,886439,4,591,3,10337,8272,P2115,Home Appliances,6,150.9932956,64.15505996,49,5,78.3354249,Hyderabad
C2116,Male,62,36036,Professional,Divorced,5,Rent,93130,6,996,5,15503,16707,P2116,Outdoor Gear,7,15.70780254,151.5541974,12,2,42.00950689,Nashik
C2117,Female,18,56757,Professional,Divorced,4,Rent,355427,4,908,3,18993,8342,P2117,Outdoor Gear,8,118.9087107,127.6975807,161,1,66.05676306,Pune
C2118,Male,47,32692,Technician,Single,2,Rent,565179,11,837,4,25920,10803,P2118,Jewelry,19,111.2487462,96.92810643,130,0,48.52096137,Vadodara
C2119,Female,28,47920,Executive,Single,2,Own,403385,11,548,2,18894,22689,P2119,Outdoor Gear,9,129.0658052,142.2823785,126,1,33.98027278,Bangalore
C2120,Female,39,23755,Homemaker,Married,2,Rent,687841,2,938,3,15128,13600,P2120,Beauty Products,17,126.9319557,143.9411177,132,1,105.8865236,Bangalore
C2121,Female,63,50268,Professional,Married,5,Own,702585,10,947,2,23833,7189,P2121,Beauty Products,9,149.9964493,89.12062223,174,0,94.91404784,Chennai
C2122,Female,19,37871,Manager,Widowed,5,Own,961731,20,984,4,23784,15352,P2122,Outdoor Gear,7,41.19601975,98.15589851,88,5,56.23513352,Kolkata
C2123,Female,51,25270,Student,Widowed,3,Rent,71366,20,656,3,23344,3007,P2123,Clothing,11,145.1820549,141.2118259,108,0,68.20069974,Pune
C2124,Female,53,44433,Professional,Divorced,4,Own,952811,6,873,2,28642,22783,P2124,Clothing,20,111.4228625,99.00238579,88,1,66.03524237,Nashik
C2125,Female,62,59012,Manager,Single,5,Own,496793,15,801,3,15893,5180,P2125,Home Appliances,14,118.727242,84.31464966,33,5,64.99738965,Visakhapatnam
C2126,Female,50,40830,Self-employed,Married,4,Own,797302,6,792,4,23741,24201,P2126,Books,9,141.7326443,79.33114337,73,4,73.77560387,Agra
C2127,Male,42,25949,Homemaker,Divorced,5,Own,782173,1,847,3,23544,17847,P2127,Books,8,22.34943811,23.11535499,64,3,39.32148343,Chennai
C2128,Female,35,59788,Technician,Widowed,2,Own,112312,2,626,4,16537,14987,P2128,Home Appliances,5,103.7397009,207.1973567,95,2,41.42790958,Ludhiana
C2129,Female,31,53942,Manager,Widowed,2,Own,884833,20,664,2,11207,8840,P2129,Outdoor Gear,13,61.92901957,130.5005935,154,4,144.8031135,Visakhapatnam
C2130,Female,49,43907,Executive,Single,3,Own,230837,8,577,5,13226,24046,P2130,Books,15,36.97969041,158.8779957,23,1,56.60074447,Patna
C2131,Female,35,46417,Student,Divorced,4,Rent,561183,4,607,5,29054,3027,P2131,Books,17,49.25297642,48.58247647,56,2,85.48137511,Delhi
C2132,Female,55,51383,Student,Single,3,Own,191202,6,671,3,14366,24628,P2132,Outdoor Gear,15,39.10080502,68.19274082,152,1,55.21352898,Lucknow
C2133,Female,45,27413,Homemaker,Single,3,Rent,369628,18,980,5,22729,1666,P2133,Jewelry,16,47.92458104,81.9104354,73,5,27.17306599,Kanpur
C2134,Female,25,26474,Self-employed,Married,4,Own,969773,8,904,5,6085,13518,P2134,Beauty Products,10,149.2145942,64.73710442,127,5,76.83023083,Jaipur
C2135,Female,56,54477,Manager,Single,5,Rent,642469,8,765,1,24723,24942,P2135,Outdoor Gear,5,47.20623663,173.7924304,123,4,28.9625102,Chennai
C2136,Male,58,45613,Homemaker,Widowed,2,Own,918916,13,845,4,15492,19370,P2136,Beauty Products,6,120.8133401,205.7286618,17,2,45.5304902,Hyderabad
C2137,Male,36,46138,Self-employed,Single,3,Own,774379,9,605,5,8569,2807,P2137,Beauty Products,9,105.4706927,131.5426054,14,4,37.49116857,Ahmedabad
C2138,Male,23,20809,Student,Single,4,Rent,884128,17,938,2,29484,16918,P2138,Outdoor Gear,5,145.360726,81.64519359,94,2,86.29145797,Lucknow
C2139,Female,20,48485,Manager,Single,3,Rent,123963,7,650,2,8077,21097,P2139,Outdoor Gear,16,170.8045365,156.275793,27,2,112.1811658,Kanpur
C2140,Male,47,37052,Homemaker,Widowed,4,Own,678098,9,884,2,18167,21958,P2140,Jewelry,4,59.59237494,172.5807405,145,0,30.68820684,Surat
C2141,Female,45,55097,Professional,Single,4,Own,259343,13,843,3,6068,7781,P2141,Beauty Products,12,57.89533642,86.06745515,106,4,23.97099702,Bangalore
C2142,Female,25,52318,Professional,Divorced,4,Own,683011,5,722,2,28400,3864,P2142,Jewelry,5,84.60962698,145.235544,114,5,40.21960845,Bangalore
C2143,Female,30,28581,Executive,Divorced,4,Rent,520172,12,623,1,12946,12238,P2143,Home Appliances,4,188.4689349,141.9875842,12,4,71.83635665,Bhopal
C2144,Male,57,55930,Self-employed,Single,4,Own,715940,11,519,2,5735,10471,P2144,Beauty Products,12,75.46613268,116.9868717,146,0,33.02506196,Bhopal
C2145,Female,25,41190,Professional,Single,2,Rent,389748,5,740,1,8737,16726,P2145,Outdoor Gear,16,66.0052536,57.46623827,95,3,39.65497777,Ahmedabad
C2146,Female,42,47767,Student,Divorced,4,Own,388445,8,630,1,14242,1186,P2146,Books,1,48.1754605,141.8265701,51,2,34.50720515,Bhopal
C2147,Female,22,48218,Technician,Single,4,Rent,762765,5,598,4,10229,12839,P2147,Clothing,3,60.40625635,141.4235101,66,3,42.82234845,Hyderabad
C2148,Male,54,23188,Homemaker,Divorced,4,Rent,224984,3,682,2,5725,12663,P2148,Home Appliances,11,165.0232273,150.1591467,67,3,55.98134933,Mumbai
C2149,Female,57,49091,Professional,Married,4,Own,408593,11,695,5,11543,5644,P2149,Home Appliances,9,37.31724627,90.68661139,150,2,67.33783505,Mumbai
C2150,Female,34,55217,Technician,Divorced,2,Rent,87824,3,509,2,22666,23885,P2150,Beauty Products,16,65.53840414,143.1360085,23,3,80.5930074,Delhi
C2151,Male,36,22957,Manager,Divorced,2,Own,275718,10,501,4,17378,19571,P2151,Jewelry,11,37.33577972,140.0458365,98,4,63.66568559,Delhi
C2152,Female,55,56941,Professional,Widowed,2,Own,180156,20,599,1,23695,13434,P2152,Books,18,151.0772071,82.48123517,27,4,73.16827077,Chennai
C2153,Female,22,25962,Homemaker,Married,4,Rent,516466,12,969,3,17810,23029,P2153,Electronics,13,98.643059,31.82670315,151,1,103.0784671,Chennai
C2154,Female,47,29586,Executive,Widowed,2,Own,620361,7,875,5,18841,17602,P2154,Home Appliances,13,149.2452326,158.0646604,16,5,63.35870632,Surat
C2155,Male,41,32651,Manager,Married,5,Rent,617227,18,763,4,7492,16176,P2155,Jewelry,5,133.3642635,158.9980885,13,1,40.48891287,Agra
C2156,Male,51,44232,Technician,Widowed,5,Own,926849,2,771,4,11896,11873,P2156,Outdoor Gear,5,134.1989936,138.6110512,67,3,100.8881066,Surat
C2157,Male,35,49354,Professional,Divorced,3,Rent,774853,14,834,1,15569,21773,P2157,Home Appliances,1,84.76821104,73.23475964,21,0,50.90229847,Mumbai
C2158,Male,35,55603,Student,Married,4,Rent,385121,14,594,3,19715,22069,P2158,Books,10,134.8808714,7.672579569,67,1,33.35967904,Nagpur
C2159,Female,55,50647,Homemaker,Single,5,Own,469802,8,825,2,12338,13186,P2159,Beauty Products,20,157.3884032,124.4940566,126,4,42.83651764,Hyderabad
C2160,Male,18,53776,Manager,Single,5,Own,690178,18,658,3,9252,19432,P2160,Electronics,1,77.29483001,67.05777556,144,0,26.0906776,Jaipur
C2161,Male,22,59760,Homemaker,Divorced,5,Rent,139872,2,568,5,11875,12078,P2161,Jewelry,9,62.70089828,135.6167034,156,4,33.46990386,Kolkata
C2162,Male,63,38651,Technician,Married,4,Own,370392,2,785,5,6332,18774,P2162,Home Appliances,6,60.51966044,100.1643917,30,5,35.50994462,Delhi
C2163,Female,56,21328,Technician,Married,2,Rent,83800,16,649,3,7513,23532,P2163,Books,8,67.18096797,78.28712756,156,2,49.21654607,Visakhapatnam
C2164,Female,19,38230,Student,Married,4,Rent,143629,4,563,1,28630,23243,P2164,Home Appliances,9,101.1704336,110.2413966,83,4,36.23719282,Visakhapatnam
C2165,Male,50,51247,Technician,Married,5,Rent,786430,9,649,1,26758,23052,P2165,Home Appliances,13,113.2249844,79.08895147,179,3,48.62929117,Jaipur
C2166,Female,20,40641,Homemaker,Married,5,Rent,343803,6,948,2,13960,18484,P2166,Home Appliances,8,29.16204451,125.741843,173,1,32.24748556,Nagpur
C2167,Female,26,27611,Professional,Divorced,3,Own,467002,5,849,2,24895,13742,P2167,Electronics,18,65.4349774,73.75446516,136,3,44.30730633,Bangalore
C2168,Female,19,27066,Manager,Married,3,Own,145399,8,720,3,20966,5407,P2168,Beauty Products,1,133.8015411,99.17301416,139,1,56.61494654,Surat
C2169,Male,48,50645,Student,Widowed,2,Own,366616,19,828,5,14446,4763,P2169,Home Appliances,5,-25.8464025,-3.007869645,63,3,32.20853583,Chennai
C2170,Female,54,44188,Student,Married,4,Rent,909644,9,789,4,18212,10182,P2170,Home Appliances,12,53.56750787,62.4174574,76,3,13.32138565,Jaipur
C2171,Male,23,51442,Technician,Divorced,3,Own,821797,5,624,3,23498,14459,P2171,Jewelry,17,115.1085785,137.2687959,151,5,-5.88969257,Chennai
C2172,Male,47,39434,Professional,Widowed,4,Own,154150,19,541,5,7761,8730,P2172,Jewelry,6,70.53916587,25.58278802,35,2,57.42949443,Hyderabad
C2173,Male,55,42475,Homemaker,Married,4,Rent,944179,17,694,5,17093,9530,P2173,Jewelry,4,41.20986122,69.03924439,58,2,33.30463052,Agra
C2174,Male,48,36784,Technician,Single,4,Rent,900616,5,823,3,25934,1183,P2174,Jewelry,10,152.9296966,119.4426241,48,3,-17.54020511,Mumbai
C2175,Female,43,48124,Executive,Widowed,5,Own,382441,5,885,4,15678,6505,P2175,Books,20,117.4942483,73.23060143,92,5,25.41142365,Bangalore
C2176,Female,25,37308,Professional,Single,5,Rent,915458,20,829,1,29655,9095,P2176,Home Appliances,12,34.33639445,105.9537761,29,3,25.80212031,Vadodara
C2177,Female,59,41087,Homemaker,Divorced,4,Rent,260667,17,732,5,16063,14041,P2177,Jewelry,11,27.72008296,65.64511861,163,2,81.1296534,Ahmedabad
C2178,Male,18,53678,Professional,Widowed,5,Rent,683303,7,555,4,26645,2906,P2178,Beauty Products,0,124.6661335,87.56201911,52,0,67.2019911,Vadodara
C2179,Male,53,22607,Technician,Single,4,Rent,646846,15,587,1,26918,18869,P2179,Clothing,3,112.9679174,13.65792138,130,3,31.78731721,Patna
C2180,Female,20,34962,Self-employed,Widowed,4,Own,731546,17,980,2,6223,24753,P2180,Home Appliances,5,165.9205185,61.41979975,173,4,57.04723093,Kanpur
C2181,Female,37,46515,Technician,Widowed,5,Own,618628,19,619,5,29334,8924,P2181,Jewelry,13,116.7482759,149.8243291,71,0,81.36635268,Hyderabad
C2182,Female,35,25913,Professional,Married,2,Own,873967,20,630,3,6081,2787,P2182,Beauty Products,8,112.705553,121.9679692,11,3,73.64388828,Mumbai
C2183,Male,48,27744,Homemaker,Married,2,Own,409595,10,646,4,9596,21944,P2183,Electronics,20,99.7287186,175.5347297,73,5,-10.32966575,Surat
C2184,Male,55,41649,Student,Married,2,Rent,738616,15,544,1,22293,16664,P2184,Electronics,17,114.2444615,68.49115229,177,2,56.82868225,Visakhapatnam
C2185,Male,37,54491,Homemaker,Single,3,Rent,454886,19,631,4,6793,17961,P2185,Home Appliances,15,25.47335871,110.4296461,101,3,81.46705326,Surat
C2186,Female,40,25511,Manager,Single,4,Own,377664,3,621,5,9300,22102,P2186,Electronics,10,95.46389794,157.5662685,77,0,38.61459796,Visakhapatnam
C2187,Male,54,37569,Student,Widowed,3,Rent,423995,11,822,1,21825,18978,P2187,Outdoor Gear,12,106.5232242,128.3653138,69,5,98.65747519,Delhi
C2188,Male,57,48605,Professional,Single,5,Own,635644,12,538,1,26678,20035,P2188,Home Appliances,16,126.0449021,123.6749018,98,3,84.18508413,Hyderabad
C2189,Female,52,57732,Manager,Single,5,Own,484539,14,820,5,20905,7842,P2189,Books,0,108.4046681,90.17841432,35,5,52.84328272,Vadodara
C2190,Male,49,38042,Manager,Married,4,Rent,245703,4,656,5,20675,15011,P2190,Home Appliances,1,38.49988299,168.3809537,86,2,35.10517542,Vadodara
C2191,Male,56,45802,Professional,Divorced,3,Rent,389914,16,892,1,9143,14725,P2191,Jewelry,20,123.5978469,161.8569713,15,2,68.45559856,Delhi
C2192,Male,58,24471,Executive,Divorced,2,Own,647663,1,893,2,9472,11439,P2192,Outdoor Gear,6,107.2095731,45.68930095,45,5,71.34747704,Vadodara
C2193,Male,34,27992,Homemaker,Single,3,Own,241603,9,615,3,26650,24186,P2193,Electronics,10,94.85125971,43.89173653,121,5,-6.831049165,Delhi
C2194,Male,45,44678,Executive,Single,3,Own,175835,14,614,1,6638,20718,P2194,Outdoor Gear,7,66.97415213,105.8067767,122,3,54.40324649,Kanpur
C2195,Female,24,27273,Student,Married,3,Own,430595,4,766,5,7143,3575,P2195,Jewelry,13,75.51100894,48.32048331,40,0,43.18410139,Kolkata
C2196,Male,24,58915,Professional,Married,5,Own,684043,4,773,3,16017,20727,P2196,Outdoor Gear,7,49.5955716,53.58859517,6,3,59.96837714,Kanpur
C2197,Male,59,41702,Homemaker,Single,4,Rent,262816,1,707,2,28079,9434,P2197,Home Appliances,6,154.9626901,72.45919429,162,1,60.80962751,Lucknow
C2198,Male,50,33572,Executive,Divorced,4,Rent,758622,10,586,1,14099,15671,P2198,Electronics,11,107.0317683,111.6772939,68,5,105.0336988,Bangalore
C2199,Male,58,24155,Technician,Married,2,Own,689904,1,681,2,24655,6626,P2199,Outdoor Gear,15,157.6269675,131.5688289,81,0,126.6419213,Agra
C2200,Female,63,22949,Technician,Divorced,4,Own,953824,15,999,2,17992,21357,P2200,Outdoor Gear,10,47.26738357,108.4517177,54,2,20.7842033,Ludhiana
C2201,Female,51,24271,Technician,Married,4,Rent,864324,19,908,4,9176,17513,P2201,Books,4,8.802275132,75.84985531,128,1,12.44564001,Vadodara
C2202,Female,44,38739,Self-employed,Married,2,Own,442976,9,646,4,12287,16500,P2202,Beauty Products,3,47.35600931,95.60242092,150,5,124.1364175,Bhopal
C2203,Male,27,55601,Homemaker,Widowed,2,Own,565760,6,659,4,9838,17604,P2203,Books,11,126.0113395,72.21314027,13,4,-10.37709359,Nagpur
C2204,Female,60,41223,Self-employed,Single,5,Own,663704,10,905,3,26811,17561,P2204,Clothing,17,91.77550198,95.84121787,94,4,58.13558646,Delhi
C2205,Male,31,55691,Professional,Divorced,3,Rent,734609,16,870,4,7699,19784,P2205,Books,1,158.9227576,87.59845926,169,4,44.73233805,Kolkata
C2206,Male,64,28544,Self-employed,Widowed,5,Rent,348910,7,703,2,15299,11103,P2206,Electronics,15,14.84451187,157.0019502,111,2,109.2870683,Kanpur
C2207,Male,19,57492,Homemaker,Single,4,Own,615204,1,942,5,20129,14982,P2207,Outdoor Gear,13,116.9269659,53.92119435,23,3,41.06875859,Lucknow
C2208,Female,31,25237,Homemaker,Single,4,Own,957333,19,876,1,23652,1815,P2208,Home Appliances,15,104.8388908,101.9084774,116,2,58.85740576,Ludhiana
C2209,Female,29,35306,Manager,Single,5,Rent,499973,6,724,4,22710,5944,P2209,Beauty Products,2,112.7362218,17.08837278,91,3,52.38141901,Kanpur
C2210,Female,37,20169,Self-employed,Married,3,Own,135913,1,922,5,28520,13826,P2210,Outdoor Gear,10,136.675057,123.8691037,102,4,88.99715538,Bangalore
C2211,Female,51,33729,Student,Widowed,4,Own,576875,11,828,3,18227,3936,P2211,Outdoor Gear,9,98.94255575,14.17972772,76,5,16.62383604,Agra
C2212,Male,59,31246,Self-employed,Married,4,Rent,228446,1,811,5,5358,15827,P2212,Jewelry,1,113.3786671,74.39888053,146,4,27.55756133,Kolkata
C2213,Male,56,44446,Technician,Married,2,Own,767842,15,523,2,8356,14245,P2213,Jewelry,3,138.7121713,73.76548796,102,1,133.0821197,Ahmedabad
C2214,Female,54,20022,Technician,Married,4,Rent,677085,5,960,2,15649,4877,P2214,Electronics,14,139.6088558,79.55085395,8,2,42.05275848,Delhi
C2215,Female,51,43709,Self-employed,Married,4,Own,706762,9,582,1,25908,21864,P2215,Clothing,11,89.91847379,84.20162777,7,4,16.04166273,Delhi
C2216,Female,19,20755,Student,Divorced,4,Rent,609484,12,888,2,7894,14469,P2216,Clothing,9,97.27939584,74.41264863,136,0,22.89101859,Jaipur
C2217,Male,56,20093,Self-employed,Divorced,2,Own,770761,8,927,2,11287,1311,P2217,Books,13,142.0716166,174.0554763,51,0,88.39781484,Nagpur
C2218,Male,31,31132,Technician,Single,3,Own,231764,6,895,5,14484,12713,P2218,Jewelry,18,48.29701913,29.40027247,40,5,25.69473009,Patna
C2219,Female,23,45095,Professional,Divorced,2,Own,772809,13,689,3,19750,2037,P2219,Clothing,1,113.5758485,75.3245422,4,1,31.21147442,Nashik
C2220,Male,57,33037,Technician,Widowed,3,Own,679900,14,647,2,16967,21189,P2220,Jewelry,0,59.55638845,170.0276043,174,4,8.747172667,Bangalore
C2221,Female,44,21745,Executive,Married,4,Own,403938,12,586,4,26751,2853,P2221,Home Appliances,4,89.76403126,60.46702379,32,3,31.85803516,Surat
C2222,Male,18,49253,Manager,Divorced,2,Rent,572522,19,944,3,15008,1460,P2222,Jewelry,5,133.2345103,117.2038215,161,0,97.80360487,Delhi
C2223,Male,25,34161,Homemaker,Single,3,Own,857310,19,911,2,27667,8649,P2223,Beauty Products,8,-28.35701564,104.8227658,33,5,-0.833491076,Ahmedabad
C2224,Female,31,27095,Student,Single,2,Rent,519004,10,865,3,9186,20187,P2224,Jewelry,14,60.45763859,87.72192069,0,3,55.24490969,Patna
C2225,Female,39,32206,Technician,Divorced,4,Own,670816,4,641,1,25454,11673,P2225,Jewelry,5,78.24101102,91.29590008,80,5,53.05540034,Chennai
C2226,Male,45,35802,Manager,Single,5,Own,366080,3,968,3,16955,23195,P2226,Jewelry,16,141.6016487,80.36651443,72,4,19.90574659,Hyderabad
C2227,Female,32,22366,Technician,Single,3,Own,176230,4,863,2,18826,3415,P2227,Clothing,5,106.7594195,63.10767984,134,0,36.84620684,Nashik
C2228,Female,33,58587,Self-employed,Married,4,Own,101489,12,937,5,12196,11215,P2228,Home Appliances,7,54.39498031,-2.373022319,142,0,61.04219695,Bangalore
C2229,Male,30,48723,Executive,Divorced,5,Own,731747,10,783,2,12675,9603,P2229,Clothing,5,121.0539997,118.1667464,7,5,84.80709575,Agra
C2230,Female,24,59031,Self-employed,Single,3,Own,534098,5,607,1,18738,3498,P2230,Books,4,156.3509477,169.6070738,100,0,22.04336023,Nashik
C2231,Female,40,37023,Self-employed,Married,5,Rent,125103,1,505,5,10977,4766,P2231,Outdoor Gear,3,136.3876273,88.18402833,37,2,29.82687136,Bangalore
C2232,Male,52,33025,Technician,Widowed,3,Rent,507190,12,773,4,21400,6386,P2232,Electronics,10,23.63591637,-6.530539928,164,2,35.95710041,Hyderabad
C2233,Male,19,58639,Self-employed,Married,3,Own,101880,20,780,3,21157,8254,P2233,Electronics,18,101.893614,119.0093883,34,5,50.87296277,Ludhiana
C2234,Male,62,52840,Manager,Married,5,Rent,209014,1,558,5,16290,20356,P2234,Outdoor Gear,3,92.7103542,6.872301176,170,2,85.30581475,Hyderabad
C2235,Female,27,46996,Manager,Widowed,3,Own,449276,1,925,3,5284,20435,P2235,Home Appliances,4,73.10257061,145.9611202,107,1,45.18095003,Lucknow
C2236,Male,44,22480,Manager,Single,4,Own,176423,6,567,1,5510,13875,P2236,Books,7,90.8104226,47.58228243,159,1,49.25757817,Surat
C2237,Female,56,30970,Executive,Single,2,Own,388761,1,846,5,12230,10807,P2237,Beauty Products,1,57.15505741,135.3584679,58,2,36.73031428,Visakhapatnam
C2238,Male,49,55167,Professional,Married,3,Own,728185,2,923,3,21998,16794,P2238,Books,1,123.5367746,19.07222584,71,3,33.86047839,Patna
C2239,Female,31,33763,Executive,Single,5,Rent,250064,18,810,2,18245,11058,P2239,Clothing,19,51.89763089,65.78128182,55,5,3.515909484,Visakhapatnam
C2240,Male,20,45574,Self-employed,Divorced,5,Own,958403,6,759,4,18779,5476,P2240,Jewelry,0,98.75143472,77.7899653,4,4,111.0542381,Nashik
C2241,Male,37,20836,Homemaker,Divorced,2,Own,538838,6,931,1,18193,12375,P2241,Outdoor Gear,17,36.24294586,98.6453333,119,0,50.81344377,Bhopal
C2242,Female,34,54899,Technician,Divorced,3,Rent,711522,18,961,5,21339,22630,P2242,Beauty Products,12,58.76263869,129.4568346,10,2,43.2985876,Patna
C2243,Female,60,45219,Homemaker,Married,3,Rent,741394,7,840,3,26930,13562,P2243,Home Appliances,19,33.33164689,108.2865034,104,3,93.83365824,Surat
C2244,Female,22,28647,Homemaker,Widowed,5,Own,342076,15,692,3,13128,13027,P2244,Outdoor Gear,19,94.63803801,66.83882431,125,3,10.38222558,Kanpur
C2245,Male,23,48905,Homemaker,Single,5,Rent,673762,14,804,4,29569,1319,P2245,Electronics,0,81.64550414,22.72453681,42,3,20.3392642,Kolkata
C2246,Female,44,29603,Professional,Married,3,Own,292935,11,773,5,26857,1480,P2246,Books,2,181.0254388,51.47940739,101,2,67.68466645,Ahmedabad
C2247,Male,33,46354,Professional,Married,4,Rent,503120,9,521,1,20430,21093,P2247,Books,8,107.4088674,137.787983,99,2,41.51446927,Visakhapatnam
C2248,Male,49,41017,Professional,Single,3,Rent,918887,11,567,1,5035,16463,P2248,Clothing,15,178.2919433,151.4144422,17,3,53.75071325,Delhi
C2249,Female,57,40194,Professional,Single,2,Rent,910783,6,634,2,9323,16053,P2249,Electronics,9,49.83600755,105.1310882,168,5,76.10855548,Pune
C2250,Female,18,28739,Student,Divorced,2,Own,618501,20,585,3,14062,24506,P2250,Beauty Products,13,76.7925429,59.86172659,175,3,84.49243646,Vadodara
